"Verslagperiode","id","Productgroep","Omzet","Aantal"
201301,1000513,2,NA,NA
201302,1000513,2,NA,NA
201303,1000513,2,NA,NA
201304,1000513,2,NA,NA
201305,1000513,2,NA,NA
201306,1000513,2,NA,NA
201307,1000513,2,NA,NA
201308,1000513,2,NA,NA
201309,1000513,2,NA,NA
201310,1000513,2,NA,NA
201311,1000513,2,NA,NA
201312,1000513,2,NA,NA
201401,1000513,2,NA,NA
201402,1000513,2,NA,NA
201403,1000513,2,14727.68,2322
201404,1000513,2,12856.21,1887
201405,1000513,2,23173.02,4328
201406,1000513,2,31344.67,5781
201407,1000513,2,8091.55,1186
201408,1000513,2,12192.5,1997
201409,1000513,2,18830.33,2985
201410,1000513,2,13335.21,1943
201411,1000513,2,14361.77,2096
201412,1000513,2,9510.02,1441
201101,1000514,2,NA,NA
201102,1000514,2,NA,NA
201103,1000514,2,NA,NA
201104,1000514,2,NA,NA
201105,1000514,2,NA,NA
201106,1000514,2,NA,NA
201107,1000514,2,NA,NA
201108,1000514,2,10038.12,7443
201109,1000514,2,8567.59,6349
201110,1000514,2,14007.17,10405
201111,1000514,2,11521.21,8544
201112,1000514,2,17976.3,15792
201201,1000514,2,12501.12,9285
201202,1000514,2,12638.09,10288
201203,1000514,2,4787.09,3553
201204,1000514,2,12705.47,9538
201205,1000514,2,10058.76,8259
201206,1000514,2,7720.32,5850
201207,1000514,2,11210.34,9734
201208,1000514,2,6278.14,4818
201209,1000514,2,6750.29,5001
201210,1000514,2,11003.11,8164
201211,1000514,2,8010.01,7041
201212,1000514,2,4482.54,3379
201301,1000514,2,7861.56,6402
201302,1000514,2,4647.49,3453
201303,1000514,2,4628.88,3432
201304,1000514,2,4876.44,3619
201305,1000514,2,4362.32,3484
201306,1000514,2,2951.52,2188
201307,1000514,2,3235.75,2557
201308,1000514,2,2436.7,1832
201309,1000514,2,4579.23,3792
201310,1000514,2,3826.13,2836
201311,1000514,2,2344.52,1737
201312,1000514,2,4191.38,3106
201401,1000514,2,5111.44,3787
201402,1000514,2,4070.66,3546
201403,1000514,2,2659.22,2448
201404,1000514,2,1697.65,1383
201405,1000514,2,1489.77,1222
201406,1000514,2,1717.63,1405
201407,1000514,2,1451.97,1355
201408,1000514,2,1303.96,1055
201409,1000514,2,1675.94,1353
201410,1000514,2,1548.81,1250
201411,1000514,2,1876.77,1518
201412,1000514,2,1075.68,837
201101,1000515,2,8803.69,12953
201102,1000515,2,7368,10442
201103,1000515,2,7714.37,10297
201104,1000515,2,6780.9,9058
201105,1000515,2,7998.65,10672
201106,1000515,2,6433.14,8584
201107,1000515,2,6021.26,8033
201108,1000515,2,7635.99,10370
201109,1000515,2,6450.88,8121
201110,1000515,2,9017.02,11462
201111,1000515,2,7162.87,9451
201112,1000515,2,6947.47,8803
201201,1000515,2,8472.19,11006
201202,1000515,2,8575.45,12093
201203,1000515,2,5005.6,6602
201204,1000515,2,9208.89,11964
201205,1000515,2,6390.84,8306
201206,1000515,2,6285.88,8166
201207,1000515,2,6578.24,8549
201208,1000515,2,5043.07,6556
201209,1000515,2,5496.11,7140
201210,1000515,2,8309.51,10797
201211,1000515,2,7415.21,9638
201212,1000515,2,7274.18,9450
201301,1000515,2,8610.08,11188
201302,1000515,2,7050.58,9160
201303,1000515,2,7239.76,9406
201304,1000515,2,8023.46,10425
201305,1000515,2,7753.78,11103
201306,1000515,2,5267.98,6843
201307,1000515,2,5541.78,7646
201308,1000515,2,4123.81,5375
201309,1000515,2,6385.25,8305
201310,1000515,2,6040.46,7859
201311,1000515,2,6167.22,8044
201312,1000515,2,5869.94,7626
201401,1000515,2,7693.48,9994
201402,1000515,2,6439.99,7671
201403,1000515,2,7864.95,9376
201404,1000515,2,6192.36,7375
201405,1000515,2,5738.79,6833
201406,1000515,2,2888.75,3490
201407,1000515,2,630.41,926
201408,1000515,2,110.43,136
201409,1000515,2,62.54,82
201410,1000515,2,26.55,34
201411,1000515,2,15.67,19
201412,1000515,2,0.84,1
201101,1000516,2,NA,NA
201102,1000516,2,NA,NA
201103,1000516,2,NA,NA
201104,1000516,2,NA,NA
201105,1000516,2,NA,NA
201106,1000516,2,NA,NA
201107,1000516,2,NA,NA
201108,1000516,2,NA,NA
201109,1000516,2,NA,NA
201110,1000516,2,NA,NA
201111,1000516,2,NA,NA
201112,1000516,2,NA,NA
201201,1000516,2,NA,NA
201202,1000516,2,15776.77,5297
201203,1000516,2,31392.24,12070
201204,1000516,2,36742.65,12597
201205,1000516,2,24877.48,9197
201206,1000516,2,20613.31,6903
201207,1000516,2,23203.62,7841
201208,1000516,2,4378.01,1901
201209,1000516,2,302.98,165
201210,1000516,2,36.48,15
201211,1000516,2,NA,NA
201212,1000516,2,NA,NA
201301,1000516,2,NA,NA
201302,1000516,2,NA,NA
201303,1000516,2,NA,NA
201304,1000516,2,NA,NA
201305,1000516,2,NA,NA
201306,1000516,2,NA,NA
201307,1000516,2,NA,NA
201308,1000516,2,NA,NA
201309,1000516,2,NA,NA
201310,1000516,2,NA,NA
201311,1000516,2,NA,NA
201312,1000516,2,NA,NA
201401,1000516,2,NA,NA
201402,1000516,2,NA,NA
201403,1000516,2,NA,NA
201404,1000516,2,NA,NA
201405,1000516,2,NA,NA
201406,1000516,2,NA,NA
201407,1000516,2,NA,NA
201408,1000516,2,NA,NA
201409,1000516,2,NA,NA
201410,1000516,2,NA,NA
201411,1000516,2,NA,NA
201412,1000516,2,NA,NA
201101,1000517,2,3938.08,4482
201102,1000517,2,2314.32,2020
201103,1000517,2,2510.06,2429
201104,1000517,2,1496.34,1153
201105,1000517,2,1896.42,1273
201106,1000517,2,2275.42,1782
201107,1000517,2,2241.84,1912
201108,1000517,2,13006,14233
201109,1000517,2,5559.59,4329
201110,1000517,2,12975.01,10223
201111,1000517,2,7908.11,5478
201112,1000517,2,10455.4,7955
201201,1000517,2,17013.7,17746
201202,1000517,2,8221.33,5672
201203,1000517,2,3903.51,2694
201204,1000517,2,12305.78,10056
201205,1000517,2,5451.03,3769
201206,1000517,2,8692,7283
201207,1000517,2,7134.75,5562
201208,1000517,2,12594.65,14906
201209,1000517,2,5295.95,3932
201210,1000517,2,9084.73,6268
201211,1000517,2,15317.65,14273
201212,1000517,2,10415.91,8267
201301,1000517,2,16939.07,18493
201302,1000517,2,3422.83,3198
201303,1000517,2,117.74,109
201304,1000517,2,16.67,21
201305,1000517,2,0.94,1
201306,1000517,2,0.94,1
201307,1000517,2,NA,NA
201308,1000517,2,NA,NA
201309,1000517,2,NA,NA
201310,1000517,2,NA,NA
201311,1000517,2,1.45,1
201312,1000517,2,NA,NA
201401,1000517,2,NA,NA
201402,1000517,2,NA,NA
201403,1000517,2,NA,NA
201404,1000517,2,NA,NA
201405,1000517,2,NA,NA
201406,1000517,2,NA,NA
201407,1000517,2,NA,NA
201408,1000517,2,NA,NA
201409,1000517,2,NA,NA
201410,1000517,2,NA,NA
201411,1000517,2,NA,NA
201412,1000517,2,NA,NA
201101,1000518,2,NA,NA
201102,1000518,2,NA,NA
201103,1000518,2,NA,NA
201104,1000518,2,NA,NA
201105,1000518,2,NA,NA
201106,1000518,2,NA,NA
201107,1000518,2,NA,NA
201108,1000518,2,NA,NA
201109,1000518,2,NA,NA
201110,1000518,2,NA,NA
201111,1000518,2,NA,NA
201112,1000518,2,NA,NA
201201,1000518,2,NA,NA
201202,1000518,2,NA,NA
201203,1000518,2,NA,NA
201204,1000518,2,NA,NA
201205,1000518,2,NA,NA
201206,1000518,2,NA,NA
201207,1000518,2,NA,NA
201208,1000518,2,NA,NA
201209,1000518,2,NA,NA
201210,1000518,2,NA,NA
201211,1000518,2,NA,NA
201212,1000518,2,NA,NA
201301,1000518,2,NA,NA
201302,1000518,2,NA,NA
201303,1000518,2,NA,NA
201304,1000518,2,NA,NA
201305,1000518,2,4007.45,2018
201306,1000518,2,11556.48,7029
201307,1000518,2,10250.82,5580
201308,1000518,2,7025.01,4150
201309,1000518,2,13170.22,8117
201310,1000518,2,8363.48,4265
201311,1000518,2,8742.42,5124
201312,1000518,2,8573.09,4512
201401,1000518,2,11623.28,6805
201402,1000518,2,11863.19,8725
201403,1000518,2,17941.4,14026
201404,1000518,2,6368.88,3225
201405,1000518,2,6032.22,3077
201406,1000518,2,8921.5,5183
201407,1000518,2,5052.17,2573
201408,1000518,2,7429.16,5276
201409,1000518,2,3823.06,2696
201410,1000518,2,1969.04,1177
201411,1000518,2,2295.8,1556
201412,1000518,2,912.53,487
201101,1000519,2,NA,NA
201102,1000519,2,NA,NA
201103,1000519,2,NA,NA
201104,1000519,2,NA,NA
201105,1000519,2,NA,NA
201106,1000519,2,NA,NA
201107,1000519,2,NA,NA
201108,1000519,2,NA,NA
201109,1000519,2,NA,NA
201110,1000519,2,NA,NA
201111,1000519,2,NA,NA
201112,1000519,2,NA,NA
201201,1000519,2,NA,NA
201202,1000519,2,NA,NA
201203,1000519,2,NA,NA
201204,1000519,2,NA,NA
201205,1000519,2,NA,NA
201206,1000519,2,NA,NA
201207,1000519,2,NA,NA
201208,1000519,2,NA,NA
201209,1000519,2,NA,NA
201210,1000519,2,NA,NA
201211,1000519,2,NA,NA
201212,1000519,2,NA,NA
201301,1000519,2,NA,NA
201302,1000519,2,NA,NA
201303,1000519,2,NA,NA
201304,1000519,2,NA,NA
201305,1000519,2,NA,NA
201306,1000519,2,NA,NA
201307,1000519,2,NA,NA
201308,1000519,2,6018.82,2522
201309,1000519,2,14891.48,6684
201310,1000519,2,12855.65,5534
201311,1000519,2,13379.77,5601
201312,1000519,2,15540.71,6708
201401,1000519,2,25768.63,11126
201402,1000519,2,17778.65,7791
201403,1000519,2,7305.65,3266
201404,1000519,2,4830.95,2034
201405,1000519,2,4845.32,2038
201406,1000519,2,5793.87,2434
201407,1000519,2,4265.58,1788
201408,1000519,2,8438.02,3763
201409,1000519,2,14155.14,5942
201410,1000519,2,15409.27,6458
201411,1000519,2,21639.97,9677
201412,1000519,2,9280.89,3886
201101,1000520,2,NA,NA
201102,1000520,2,NA,NA
201103,1000520,2,NA,NA
201104,1000520,2,NA,NA
201105,1000520,2,NA,NA
201106,1000520,2,NA,NA
201107,1000520,2,NA,NA
201108,1000520,2,NA,NA
201109,1000520,2,NA,NA
201110,1000520,2,NA,NA
201111,1000520,2,NA,NA
201112,1000520,2,NA,NA
201201,1000520,2,NA,NA
201202,1000520,2,NA,NA
201203,1000520,2,NA,NA
201204,1000520,2,NA,NA
201205,1000520,2,NA,NA
201206,1000520,2,NA,NA
201207,1000520,2,NA,NA
201208,1000520,2,NA,NA
201209,1000520,2,NA,NA
201210,1000520,2,NA,NA
201211,1000520,2,NA,NA
201212,1000520,2,NA,NA
201301,1000520,2,NA,NA
201302,1000520,2,NA,NA
201303,1000520,2,NA,NA
201304,1000520,2,NA,NA
201305,1000520,2,NA,NA
201306,1000520,2,NA,NA
201307,1000520,2,NA,NA
201308,1000520,2,NA,NA
201309,1000520,2,NA,NA
201310,1000520,2,NA,NA
201311,1000520,2,NA,NA
201312,1000520,2,NA,NA
201401,1000520,2,NA,NA
201402,1000520,2,NA,NA
201403,1000520,2,NA,NA
201404,1000520,2,NA,NA
201405,1000520,2,NA,NA
201406,1000520,2,24042.46,16687
201407,1000520,2,13329.27,8451
201408,1000520,2,24768.2,14969
201409,1000520,2,35411.03,26432
201410,1000520,2,23527.09,16534
201411,1000520,2,27349.37,21455
201412,1000520,2,6872.23,4198
201101,1000521,2,23401.66,12747
201102,1000521,2,18288.63,9433
201103,1000521,2,17192.88,8550
201104,1000521,2,18476.88,9207
201105,1000521,2,24895.14,12413
201106,1000521,2,20849.74,10379
201107,1000521,2,23176.98,11562
201108,1000521,2,5981.57,2697
201109,1000521,2,768.78,343
201110,1000521,2,413.33,188
201111,1000521,2,130.35,58
201112,1000521,2,59.9,27
201201,1000521,2,31.55,14
201202,1000521,2,12.93,6
201203,1000521,2,11.25,5
201204,1000521,2,24.2,11
201205,1000521,2,29.65,13
201206,1000521,2,9.35,4
201207,1000521,2,20.35,9
201208,1000521,2,NA,NA
201209,1000521,2,4.18,2
201210,1000521,2,1.98,1
201211,1000521,2,NA,NA
201212,1000521,2,NA,NA
201301,1000521,2,NA,NA
201302,1000521,2,NA,NA
201303,1000521,2,NA,NA
201304,1000521,2,NA,NA
201305,1000521,2,NA,NA
201306,1000521,2,NA,NA
201307,1000521,2,NA,NA
201308,1000521,2,NA,NA
201309,1000521,2,NA,NA
201310,1000521,2,NA,NA
201311,1000521,2,NA,NA
201312,1000521,2,NA,NA
201401,1000521,2,NA,NA
201402,1000521,2,NA,NA
201403,1000521,2,NA,NA
201404,1000521,2,NA,NA
201405,1000521,2,NA,NA
201406,1000521,2,NA,NA
201407,1000521,2,NA,NA
201408,1000521,2,NA,NA
201409,1000521,2,NA,NA
201410,1000521,2,NA,NA
201411,1000521,2,NA,NA
201412,1000521,2,NA,NA
201101,1000522,2,NA,NA
201102,1000522,2,NA,NA
201103,1000522,2,NA,NA
201104,1000522,2,NA,NA
201105,1000522,2,NA,NA
201106,1000522,2,NA,NA
201107,1000522,2,NA,NA
201108,1000522,2,NA,NA
201109,1000522,2,NA,NA
201110,1000522,2,NA,NA
201111,1000522,2,NA,NA
201112,1000522,2,NA,NA
201201,1000522,2,NA,NA
201202,1000522,2,NA,NA
201203,1000522,2,NA,NA
201204,1000522,2,NA,NA
201205,1000522,2,NA,NA
201206,1000522,2,NA,NA
201207,1000522,2,NA,NA
201208,1000522,2,NA,NA
201209,1000522,2,NA,NA
201210,1000522,2,NA,NA
201211,1000522,2,NA,NA
201212,1000522,2,NA,NA
201301,1000522,2,NA,NA
201302,1000522,2,NA,NA
201303,1000522,2,NA,NA
201304,1000522,2,NA,NA
201305,1000522,2,NA,NA
201306,1000522,2,NA,NA
201307,1000522,2,NA,NA
201308,1000522,2,NA,NA
201309,1000522,2,NA,NA
201310,1000522,2,NA,NA
201311,1000522,2,601.05,249
201312,1000522,2,5611.81,2041
201401,1000522,2,19034.68,7585
201402,1000522,2,11068.43,4799
201403,1000522,2,12167.01,5068
201404,1000522,2,10606.77,4114
201405,1000522,2,10408.19,3995
201406,1000522,2,16532.7,7280
201407,1000522,2,8478.74,3255
201408,1000522,2,12999.36,5581
201409,1000522,2,11975.48,4434
201410,1000522,2,11921.49,5089
201411,1000522,2,13129.29,5644
201412,1000522,2,4710.69,1676
201101,1000523,2,NA,NA
201102,1000523,2,NA,NA
201103,1000523,2,NA,NA
201104,1000523,2,NA,NA
201105,1000523,2,NA,NA
201106,1000523,2,NA,NA
201107,1000523,2,NA,NA
201108,1000523,2,NA,NA
201109,1000523,2,NA,NA
201110,1000523,2,NA,NA
201111,1000523,2,NA,NA
201112,1000523,2,NA,NA
201201,1000523,2,NA,NA
201202,1000523,2,NA,NA
201203,1000523,2,NA,NA
201204,1000523,2,NA,NA
201205,1000523,2,NA,NA
201206,1000523,2,NA,NA
201207,1000523,2,NA,NA
201208,1000523,2,NA,NA
201209,1000523,2,NA,NA
201210,1000523,2,NA,NA
201211,1000523,2,NA,NA
201212,1000523,2,NA,NA
201301,1000523,2,NA,NA
201302,1000523,2,NA,NA
201303,1000523,2,NA,NA
201304,1000523,2,NA,NA
201305,1000523,2,NA,NA
201306,1000523,2,NA,NA
201307,1000523,2,NA,NA
201308,1000523,2,NA,NA
201309,1000523,2,NA,NA
201310,1000523,2,NA,NA
201311,1000523,2,4677.27,1309
201312,1000523,2,11839.28,3455
201401,1000523,2,11937.16,3358
201402,1000523,2,13945.77,4340
201403,1000523,2,12470.42,3850
201404,1000523,2,12429.33,3785
201405,1000523,2,10344.64,3069
201406,1000523,2,8132.84,2271
201407,1000523,2,6739.58,1963
201408,1000523,2,13002.87,3978
201409,1000523,2,13515.18,4077
201410,1000523,2,9756.67,2731
201411,1000523,2,12702.09,3753
201412,1000523,2,6963.97,2132
201101,1000524,2,NA,NA
201102,1000524,2,NA,NA
201103,1000524,2,NA,NA
201104,1000524,2,NA,NA
201105,1000524,2,NA,NA
201106,1000524,2,NA,NA
201107,1000524,2,NA,NA
201108,1000524,2,NA,NA
201109,1000524,2,NA,NA
201110,1000524,2,NA,NA
201111,1000524,2,NA,NA
201112,1000524,2,NA,NA
201201,1000524,2,NA,NA
201202,1000524,2,NA,NA
201203,1000524,2,NA,NA
201204,1000524,2,NA,NA
201205,1000524,2,NA,NA
201206,1000524,2,NA,NA
201207,1000524,2,NA,NA
201208,1000524,2,NA,NA
201209,1000524,2,NA,NA
201210,1000524,2,NA,NA
201211,1000524,2,NA,NA
201212,1000524,2,NA,NA
201301,1000524,2,NA,NA
201302,1000524,2,NA,NA
201303,1000524,2,NA,NA
201304,1000524,2,NA,NA
201305,1000524,2,NA,NA
201306,1000524,2,NA,NA
201307,1000524,2,NA,NA
201308,1000524,2,NA,NA
201309,1000524,2,NA,NA
201310,1000524,2,NA,NA
201311,1000524,2,4351.78,1223
201312,1000524,2,12566.87,3681
201401,1000524,2,11494.01,3218
201402,1000524,2,12314.76,3881
201403,1000524,2,11062.98,3505
201404,1000524,2,10937.87,3415
201405,1000524,2,8479.95,2522
201406,1000524,2,8651.05,2422
201407,1000524,2,9201.19,2740
201408,1000524,2,13790.51,4313
201409,1000524,2,13104.44,3966
201410,1000524,2,9916.44,2770
201411,1000524,2,13882.47,4108
201412,1000524,2,7685.49,2334
201101,1000525,2,NA,NA
201102,1000525,2,NA,NA
201103,1000525,2,NA,NA
201104,1000525,2,NA,NA
201105,1000525,2,NA,NA
201106,1000525,2,NA,NA
201107,1000525,2,NA,NA
201108,1000525,2,NA,NA
201109,1000525,2,NA,NA
201110,1000525,2,NA,NA
201111,1000525,2,NA,NA
201112,1000525,2,NA,NA
201201,1000525,2,NA,NA
201202,1000525,2,NA,NA
201203,1000525,2,NA,NA
201204,1000525,2,NA,NA
201205,1000525,2,NA,NA
201206,1000525,2,NA,NA
201207,1000525,2,NA,NA
201208,1000525,2,11757.16,12966
201209,1000525,2,5005.38,3430
201210,1000525,2,7189.26,4523
201211,1000525,2,12444.85,11125
201212,1000525,2,7079.61,5068
201301,1000525,2,13530.07,13497
201302,1000525,2,10717.6,8087
201303,1000525,2,8806.5,6382
201304,1000525,2,18024.74,15874
201305,1000525,2,6516.3,3783
201306,1000525,2,7152.8,4809
201307,1000525,2,6570.31,4270
201308,1000525,2,10686.79,10318
201309,1000525,2,6740.63,4258
201310,1000525,2,7384.89,4825
201311,1000525,2,12609.57,10694
201312,1000525,2,5710.45,3302
201401,1000525,2,12742.17,11255
201402,1000525,2,9938.87,7415
201403,1000525,2,2739.22,2714
201404,1000525,2,153.79,145
201405,1000525,2,46.19,41
201406,1000525,2,30.72,29
201407,1000525,2,19.56,18
201408,1000525,2,32.89,21
201409,1000525,2,7.01,7
201410,1000525,2,5.34,6
201411,1000525,2,NA,NA
201412,1000525,2,NA,NA
201101,1000526,2,NA,NA
201102,1000526,2,NA,NA
201103,1000526,2,NA,NA
201104,1000526,2,NA,NA
201105,1000526,2,NA,NA
201106,1000526,2,NA,NA
201107,1000526,2,NA,NA
201108,1000526,2,NA,NA
201109,1000526,2,NA,NA
201110,1000526,2,NA,NA
201111,1000526,2,NA,NA
201112,1000526,2,NA,NA
201201,1000526,2,NA,NA
201202,1000526,2,NA,NA
201203,1000526,2,NA,NA
201204,1000526,2,NA,NA
201205,1000526,2,NA,NA
201206,1000526,2,NA,NA
201207,1000526,2,NA,NA
201208,1000526,2,6826.41,1724
201209,1000526,2,26252.07,11520
201210,1000526,2,32585.62,14443
201211,1000526,2,17074.53,6204
201212,1000526,2,20991.33,10402
201301,1000526,2,16514.65,6092
201302,1000526,2,11430.1,3928
201303,1000526,2,13708.58,5129
201304,1000526,2,13452.1,5063
201305,1000526,2,9713.63,3754
201306,1000526,2,9085.83,3565
201307,1000526,2,10226.54,4099
201308,1000526,2,9711.12,3804
201309,1000526,2,15026.28,6535
201310,1000526,2,10672.48,4641
201311,1000526,2,5494.33,3056
201312,1000526,2,393.45,250
201401,1000526,2,135.88,78
201402,1000526,2,14.6,8
201403,1000526,2,28.82,17
201404,1000526,2,22.24,19
201405,1000526,2,2.87,2
201406,1000526,2,NA,NA
201407,1000526,2,NA,NA
201408,1000526,2,NA,NA
201409,1000526,2,NA,NA
201410,1000526,2,NA,NA
201411,1000526,2,NA,NA
201412,1000526,2,NA,NA
201101,1000527,2,NA,NA
201102,1000527,2,NA,NA
201103,1000527,2,NA,NA
201104,1000527,2,NA,NA
201105,1000527,2,NA,NA
201106,1000527,2,NA,NA
201107,1000527,2,NA,NA
201108,1000527,2,NA,NA
201109,1000527,2,NA,NA
201110,1000527,2,NA,NA
201111,1000527,2,NA,NA
201112,1000527,2,NA,NA
201201,1000527,2,NA,NA
201202,1000527,2,NA,NA
201203,1000527,2,NA,NA
201204,1000527,2,NA,NA
201205,1000527,2,NA,NA
201206,1000527,2,NA,NA
201207,1000527,2,NA,NA
201208,1000527,2,NA,NA
201209,1000527,2,NA,NA
201210,1000527,2,NA,NA
201211,1000527,2,NA,NA
201212,1000527,2,NA,NA
201301,1000527,2,NA,NA
201302,1000527,2,NA,NA
201303,1000527,2,NA,NA
201304,1000527,2,NA,NA
201305,1000527,2,NA,NA
201306,1000527,2,NA,NA
201307,1000527,2,NA,NA
201308,1000527,2,NA,NA
201309,1000527,2,NA,NA
201310,1000527,2,13158.98,4671
201311,1000527,2,8838.88,2845
201312,1000527,2,17453.26,6220
201401,1000527,2,11999.94,3864
201402,1000527,2,13250.09,4542
201403,1000527,2,19309.22,8570
201404,1000527,2,9059.76,2682
201405,1000527,2,8774.81,2615
201406,1000527,2,18051.3,7927
201407,1000527,2,7948.95,2969
201408,1000527,2,7620.73,2298
201409,1000527,2,6808.29,2491
201410,1000527,2,2391.24,900
201411,1000527,2,1014.22,433
201412,1000527,2,126.82,61
201101,1000528,2,NA,NA
201102,1000528,2,NA,NA
201103,1000528,2,NA,NA
201104,1000528,2,NA,NA
201105,1000528,2,NA,NA
201106,1000528,2,NA,NA
201107,1000528,2,NA,NA
201108,1000528,2,NA,NA
201109,1000528,2,NA,NA
201110,1000528,2,NA,NA
201111,1000528,2,NA,NA
201112,1000528,2,NA,NA
201201,1000528,2,NA,NA
201202,1000528,2,NA,NA
201203,1000528,2,NA,NA
201204,1000528,2,NA,NA
201205,1000528,2,NA,NA
201206,1000528,2,NA,NA
201207,1000528,2,NA,NA
201208,1000528,2,NA,NA
201209,1000528,2,NA,NA
201210,1000528,2,NA,NA
201211,1000528,2,NA,NA
201212,1000528,2,NA,NA
201301,1000528,2,NA,NA
201302,1000528,2,NA,NA
201303,1000528,2,NA,NA
201304,1000528,2,NA,NA
201305,1000528,2,NA,NA
201306,1000528,2,129697.14,88088
201307,1000528,2,12864.41,11812
201308,1000528,2,1896.56,1943
201309,1000528,2,524.68,544
201310,1000528,2,238,214
201311,1000528,2,64.49,70
201312,1000528,2,23.34,20
201401,1000528,2,128.56,114
201402,1000528,2,23.09,16
201403,1000528,2,24.82,24
201404,1000528,2,24.64,30
201405,1000528,2,99.59,100
201406,1000528,2,0.99,1
201407,1000528,2,NA,NA
201408,1000528,2,NA,NA
201409,1000528,2,NA,NA
201410,1000528,2,NA,NA
201411,1000528,2,NA,NA
201412,1000528,2,NA,NA
201101,1000529,2,NA,NA
201102,1000529,2,NA,NA
201103,1000529,2,NA,NA
201104,1000529,2,NA,NA
201105,1000529,2,NA,NA
201106,1000529,2,NA,NA
201107,1000529,2,NA,NA
201108,1000529,2,NA,NA
201109,1000529,2,NA,NA
201110,1000529,2,NA,NA
201111,1000529,2,NA,NA
201112,1000529,2,NA,NA
201201,1000529,2,NA,NA
201202,1000529,2,NA,NA
201203,1000529,2,NA,NA
201204,1000529,2,NA,NA
201205,1000529,2,NA,NA
201206,1000529,2,NA,NA
201207,1000529,2,NA,NA
201208,1000529,2,NA,NA
201209,1000529,2,NA,NA
201210,1000529,2,NA,NA
201211,1000529,2,NA,NA
201212,1000529,2,NA,NA
201301,1000529,2,NA,NA
201302,1000529,2,11488.38,8217
201303,1000529,2,11453.58,7914
201304,1000529,2,17815.95,15056
201305,1000529,2,6544.11,3784
201306,1000529,2,7834.65,5301
201307,1000529,2,8025.52,5271
201308,1000529,2,14844.5,14135
201309,1000529,2,7012.19,4775
201310,1000529,2,8751.54,6351
201311,1000529,2,11828.33,11246
201312,1000529,2,6332.39,4063
201401,1000529,2,15487.74,15438
201402,1000529,2,12449.56,9932
201403,1000529,2,2806.87,2750
201404,1000529,2,181.7,166
201405,1000529,2,60.94,54
201406,1000529,2,22.11,20
201407,1000529,2,19.48,19
201408,1000529,2,9.1,8
201409,1000529,2,3,6
201410,1000529,2,8.14,8
201411,1000529,2,4.67,4
201412,1000529,2,NA,NA
201101,1000530,2,15034.44,8908
201102,1000530,2,13199.33,7339
201103,1000530,2,12164.25,6548
201104,1000530,2,12882.52,6938
201105,1000530,2,17538.04,9454
201106,1000530,2,14459.95,7913
201107,1000530,2,16306.27,9114
201108,1000530,2,4070.66,2679
201109,1000530,2,46.38,38
201110,1000530,2,350.57,184
201111,1000530,2,10975.16,5683
201112,1000530,2,11453,5882
201201,1000530,2,11110.31,5763
201202,1000530,2,2763.34,1804
201203,1000530,2,109.57,78
201204,1000530,2,93.18,60
201205,1000530,2,15.12,8
201206,1000530,2,18.72,12
201207,1000530,2,5.01,3
201208,1000530,2,NA,NA
201209,1000530,2,NA,NA
201210,1000530,2,NA,NA
201211,1000530,2,NA,NA
201212,1000530,2,NA,NA
201301,1000530,2,NA,NA
201302,1000530,2,NA,NA
201303,1000530,2,NA,NA
201304,1000530,2,NA,NA
201305,1000530,2,NA,NA
201306,1000530,2,NA,NA
201307,1000530,2,NA,NA
201308,1000530,2,NA,NA
201309,1000530,2,NA,NA
201310,1000530,2,NA,NA
201311,1000530,2,NA,NA
201312,1000530,2,NA,NA
201401,1000530,2,NA,NA
201402,1000530,2,NA,NA
201403,1000530,2,NA,NA
201404,1000530,2,NA,NA
201405,1000530,2,NA,NA
201406,1000530,2,NA,NA
201407,1000530,2,NA,NA
201408,1000530,2,NA,NA
201409,1000530,2,NA,NA
201410,1000530,2,NA,NA
201411,1000530,2,NA,NA
201412,1000530,2,NA,NA
201101,1000531,2,NA,NA
201102,1000531,2,NA,NA
201103,1000531,2,NA,NA
201104,1000531,2,NA,NA
201105,1000531,2,NA,NA
201106,1000531,2,NA,NA
201107,1000531,2,NA,NA
201108,1000531,2,NA,NA
201109,1000531,2,NA,NA
201110,1000531,2,NA,NA
201111,1000531,2,NA,NA
201112,1000531,2,NA,NA
201201,1000531,2,NA,NA
201202,1000531,2,NA,NA
201203,1000531,2,NA,NA
201204,1000531,2,NA,NA
201205,1000531,2,759.72,322
201206,1000531,2,3038.57,1289
201207,1000531,2,3669.04,1556
201208,1000531,2,2710.77,1151
201209,1000531,2,3992.2,1816
201210,1000531,2,5501.87,2458
201211,1000531,2,3625.31,1539
201212,1000531,2,3843.79,1630
201301,1000531,2,5082.03,2155
201302,1000531,2,9743.73,4588
201303,1000531,2,4227.05,1804
201304,1000531,2,4530.27,1921
201305,1000531,2,10617.28,4548
201306,1000531,2,14502.83,6156
201307,1000531,2,14218.41,6190
201308,1000531,2,11389.07,4827
201309,1000531,2,22690.45,10348
201310,1000531,2,17000.98,7436
201311,1000531,2,9206.13,3903
201312,1000531,2,2144.21,1000
201401,1000531,2,1738.96,737
201402,1000531,2,992.77,474
201403,1000531,2,1482.08,626
201404,1000531,2,551.89,232
201405,1000531,2,437.92,184
201406,1000531,2,825.36,382
201407,1000531,2,295.12,124
201408,1000531,2,366.52,154
201409,1000531,2,1472.87,619
201410,1000531,2,490.28,206
201411,1000531,2,764.92,364
201412,1000531,2,980.4,546
201101,1000532,2,NA,NA
201102,1000532,2,NA,NA
